Game Title,Release Year,North American Sales,EU Sales,Japanese Sales,Other Sales,Sales,Big Publisher,Genre_Adventure,Genre_Fighting,Genre_Misc,Genre_Platform,Genre_Puzzle,Genre_Racing,Genre_Role-Playing,Genre_Shooter,Genre_Simulation,Genre_Sports,Genre_Strategy,Console_3DO,Console_3DS,Console_DC,Console_DS,Console_GB,Console_GBA,Console_GC,Console_GEN,Console_GG,Console_N64,Console_NES,Console_NG,Console_PC,Console_PCFX,Console_PS,Console_PS2,Console_PS3,Console_PS4,Console_PSP,Console_PSV,Console_SAT,Console_SCD,Console_SNES,Console_TG16,Console_WS,Console_Wii,Console_WiiU,Console_X360,Console_XB,Console_XOne,Publisher_Acclaim Entertainment,Publisher_Activision,Publisher_Atari,Publisher_Capcom,Publisher_Codemasters,Publisher_D3Publisher,Publisher_Deep Silver,Publisher_Disney Interactive Studios,Publisher_Eidos Interactive,Publisher_Electronic Arts,Publisher_Idea Factory,Publisher_Konami Digital Entertainment,Publisher_Majesco Entertainment,Publisher_Microsoft Game Studios,Publisher_Midway Games,Publisher_Namco Bandai Games,Publisher_Nintendo,Publisher_Nippon Ichi Software,Publisher_Other,Publisher_Sega,Publisher_Sony Computer Entertainment,Publisher_Square Enix,Publisher_THQ,Publisher_Take-Two Interactive,Publisher_Tecmo Koei,Publisher_Ubisoft,Publisher_Unknown,Publisher_Vivendi Games,Publisher_Warner Bros. Interactive Entertainment,Publisher_Zoo Digital Publishing,Decade,NA Share,EU Share,JP Share,Other Share,Is Recent
Pokemon Diamond/Pokemon Pearl,2006.0,0.1547360809833695,0.15575465196416266,0.5909980430528375,0.12961210974456008,0.22180587453160888,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.6976193994416434,0.7022115725882929,2.66448327530034,0.5843493100363735,0
Super Mario Land,1989.0,0.26102675343456255,0.09338387319090283,0.40900195694716235,0.039735099337748346,0.2191466215399493,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1980.0,1.1911055329090654,0.42612508709781516,1.8663393214693178,0.1813174168897915,0
Super Mario Bros. 3,1988.0,0.2299349240780911,0.11853893866299105,0.37573385518590996,0.043519394512772,0.2087513598452799,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1980.0,1.101477490965864,0.5678475040873912,1.7999109345414197,0.208474783326093,0
Grand Theft Auto V,2013.0,0.23210412147505424,0.18297725706409373,0.005870841487279843,0.13055818353831597,0.19787259760667233,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2010.0,1.1729977990000755,0.924722570367286,0.02966980551268548,0.65980931729535,1
Grand Theft Auto: Vice City,2002.0,0.2026994456495541,0.18917987594762237,0.04598825831702544,0.16840113528855252,0.1950924694790282,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2000.0,1.0389916442743252,0.9696933790053777,0.23572544055560804,0.8631862405465891,0
Pokemon Ruby/Pokemon Sapphire,2002.0,0.146059291395517,0.13439007580978637,0.5264187866927592,0.04730368968779565,0.19146621539949235,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.762846286436308,0.7018996825595722,2.7494082211547957,0.24706024292117004,0
Pokemon Black/Pokemon White,2010.0,0.13424921667871778,0.11302549965541006,0.5528375733855186,0.07757805108798486,0.1850598331923124,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.7254368188001514,0.6107511160347532,2.9873450324091406,0.419205236218745,1
Brain Age 2: More Training in Minutes a Day,2005.0,0.0829115449505905,0.18470020675396281,0.5205479452054794,0.11163670766319772,0.18481808292034332,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.44861164903612494,0.9993622043659477,2.816542282985566,0.604035632764967,0
Gran Turismo 3: A-Spec,2001.0,0.1651000241021933,0.1753962784286699,0.18297455968688844,0.10974456007568589,0.18095007856883844,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2000.0,0.91240647922341,0.9693075560724019,1.0111880643217286,0.6064908119613555,0
Call of Duty: Modern Warfare 3,2011.0,0.21764280549530007,0.1474844934527912,0.012720156555772993,0.12488174077578053,0.17829082557717882,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,1.220717918550927,0.8272130266677568,0.07134498656671862,0.700438400974937,1
Pokémon Yellow: Special Pikachu Edition,1998.0,0.14196191853458665,0.17367332873880084,0.30528375733855184,0.05581835383159886,0.17684032394536447,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1990.0,0.8027689350899762,0.9820912157594662,1.7263243502815029,0.31564268027943765,0
Call of Duty: Black Ops,2010.0,0.23306820920703786,0.12853204686423159,0.010763209393346379,0.10690633869441815,0.17684032394536447,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,1.317958506336175,0.7268254434092876,0.060863999529155555,0.6045359808741771,1
Pokemon X/Pokemon Y,2013.0,0.12460833935888166,0.13955892487939353,0.4246575342465753,0.07473982970671714,0.17333494500181315,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.7188875812524601,0.8051401572714244,2.449924533348617,0.4311873160137174,1
Call of Duty: Black Ops 3,2015.0,0.1390696553386358,0.20020675396278428,0.03424657534246575,0.2185430463576159,0.17200531850598336,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.8085195071092999,1.1639567642544724,0.19910183964035075,1.270559819055907,1
Call of Duty: Black Ops II,2012.0,0.12026994456495542,0.20261888352860097,0.06360078277886497,0.2384105960264901,0.16946694065030826,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.7096956143979144,1.1956248383966588,0.3752990555845576,1.4068265769808503,1
Call of Duty: Black Ops II,2012.0,0.19884309472161968,0.14817367332873882,0.006849315068493151,0.10596026490066227,0.16584068657077244,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,1.1990006724722735,0.8934699704436267,0.04130057110906984,0.6389280404687891,1
Call of Duty: Modern Warfare 2,2009.0,0.20535068691250905,0.12508614748449345,0.007827788649706457,0.12204351939451279,0.1631814335791128,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.2584194317238422,0.7665464430660845,0.04796984851779371,0.747900767370966,0
Call of Duty: Modern Warfare 3,2011.0,0.13352615087973005,0.20055134390075813,0.04794520547945205,0.15326395458845793,0.1625770578991902,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.8213099228461014,1.2335771509970048,0.29490757243978194,0.9427157593385219,1
Grand Theft Auto III,2001.0,0.16847433116413593,0.15541006202618884,0.029354207436399216,0.1229895931882687,0.15822555300374716,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2000.0,1.064773217510234,0.9822058389172346,0.18552128198726558,0.7773055037788745,0
Super Smash Bros. Brawl,2008.0,0.16268980477223427,0.08993797381116472,0.2602739726027397,0.09649952696310313,0.15750030218783997,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.0329491595400568,0.5710336587411863,1.6525299887509328,0.6126942337419433,0
Call of Duty: Black Ops,2010.0,0.14413111593154979,0.1529979324603722,0.046966731898238745,0.1731315042573321,0.15375317297231963,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.9374188066837351,0.9950879679596374,0.3054683749953845,1.1260353260384497,1
Animal Crossing: Wild World,2005.0,0.06146059291395517,0.12129565816678155,0.5215264187866927,0.08325449385052035,0.14819291671703133,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.41473367469588174,0.8184983523766587,3.51923985531999,0.5617980649472714,0
Mario Kart 7,2011.0,0.11424439624005785,0.1347346657477602,0.261252446183953,0.08420056764427626,0.14746766590112417,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.7747081066344249,0.913655647320672,1.7715913830162644,0.5709764722304077,1
Halo 3,2007.0,0.1920944805977344,0.09751895244658858,0.012720156555772993,0.11447492904446546,0.1466215399492325,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.3101382011418434,0.6651065899345647,0.08675503312935691,0.7807511030378091,0
Grand Theft Auto V,2014.0,0.09158833453844299,0.20020675396278428,0.03522504892367906,0.19110690633869443,0.14468753777348003,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2010.0,0.6330077624365402,1.3837180246734453,0.2434559981166222,1.3208249257644264,1
Pokemon HeartGold/Pokemon SoulSilver,2009.0,0.10604965051819716,0.0954514128187457,0.38747553816046965,0.07284768211920531,0.1437205366856038,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.7378879383827123,0.6641459531114239,2.6960345897405924,0.5068703735678599,0
Super Mario 64,1996.0,0.16654615570016873,0.0982081323225362,0.18688845401174167,0.021759697256386,0.14359966154961928,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1990.0,1.1597949041308884,0.6839022548016345,1.3014546970026417,0.15153028232498428,0
Gran Turismo 4,2004.0,0.07254760183176669,0.0003445899379738112,0.1076320939334638,0.7123935666982025,0.14081953342197515,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2000.0,0.5151813819349405,0.0024470322376457846,0.764326449022786,5.058911568492899,0
Super Mario Galaxy,2007.0,0.148469510725476,0.1171605789110958,0.11741682974559686,0.0719016083254494,0.13912728151819173,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.0671487942935385,0.8421107465955651,0.84395259121227,0.5168045227423482,0
Pokemon Omega Ruby/Pokemon Alpha Sapphire,2014.0,0.10195227765726682,0.11612680909717438,0.3013698630136986,0.06149479659413435,0.1368306539344857,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.7450982270835408,0.8486900103011691,2.2025025412653076,0.44942266097462313,1
